"DataID","DeviceName","DeviceType","CurrentReading","DateRead"
"7049","temp2","Temperature Sensor","22","2020-12-04 15:54:09"
"7050","temp1","Temperature Sensor","38","2020-12-04 15:54:09"
"7051","humidity1","Humidity Sensor","26","2020-12-04 15:54:09"
"7052","humidity2","Humidity Sensor","60","2020-12-04 15:54:10"
"7053","temp2","Temperature Sensor","24","2020-12-04 15:54:10"
"7054","temp1","Temperature Sensor","37","2020-12-04 15:54:10"
"7055","humidity1","Humidity Sensor","28","2020-12-04 15:54:10"
"7056","humidity2","Humidity Sensor","69","2020-12-04 15:54:11"
"7057","temp2","Temperature Sensor","30","2020-12-04 15:54:11"
"7058","temp1","Temperature Sensor","35","2020-12-04 15:54:11"
"7059","humidity1","Humidity Sensor","43","2020-12-04 15:54:11"
"7060","ldr","Light Intensity Sensor","938","2020-12-04 15:54:11"
"7061","humidity2","Humidity Sensor","51","2020-12-04 15:54:12"
"7062","temp2","Temperature Sensor","28","2020-12-04 15:54:12"
"7063","temp1","Temperature Sensor","35","2020-12-04 15:54:12"
"7064","humidity1","Humidity Sensor","49","2020-12-04 15:54:12"
"7065","heater","Heater Actuator","1","2020-12-04 15:54:12"
"7066","pump","Pump Actuator","0","2020-12-04 15:54:12"
"7067","humidity2","Humidity Sensor","62","2020-12-04 15:54:13"
"7068","temp2","Temperature Sensor","29","2020-12-04 15:54:13"
"7069","temp1","Temperature Sensor","35","2020-12-04 15:54:13"
"7070","humidity1","Humidity Sensor","51","2020-12-04 15:54:13"
"7071","humidity2","Humidity Sensor","52","2020-12-04 15:54:14"
"7072","temp2","Temperature Sensor","21","2020-12-04 15:54:14"
"7073","temp1","Temperature Sensor","36","2020-12-04 15:54:14"
"7074","humidity1","Humidity Sensor","50","2020-12-04 15:54:14"
"7075","ldr","Light Intensity Sensor","904","2020-12-04 15:54:14"
"7076","humidity2","Humidity Sensor","60","2020-12-04 15:54:15"
"7077","temp2","Temperature Sensor","29","2020-12-04 15:54:15"
"7078","temp1","Temperature Sensor","39","2020-12-04 15:54:15"
"7079","humidity1","Humidity Sensor","26","2020-12-04 15:54:15"
"7080","humidity2","Humidity Sensor","99","2020-12-04 15:54:16"
"7081","temp2","Temperature Sensor","27","2020-12-04 15:54:16"
"7082","temp1","Temperature Sensor","35","2020-12-04 15:54:16"
"7083","humidity1","Humidity Sensor","15","2020-12-04 15:54:16"
"7084","humidity2","Humidity Sensor","45","2020-12-04 15:54:17"
"7085","temp2","Temperature Sensor","24","2020-12-04 15:54:17"
"7086","heater","Heater Actuator","1","2020-12-04 15:54:17"
"7087","temp1","Temperature Sensor","35","2020-12-04 15:54:17"
"7088","pump","Pump Actuator","0","2020-12-04 15:54:17"
"7089","humidity1","Humidity Sensor","35","2020-12-04 15:54:17"
"7090","ldr","Light Intensity Sensor","782","2020-12-04 15:54:17"
"7091","humidity2","Humidity Sensor","81","2020-12-04 15:54:18"
"7092","temp2","Temperature Sensor","22","2020-12-04 15:54:18"
"7093","temp1","Temperature Sensor","32","2020-12-04 15:54:18"
"7094","humidity1","Humidity Sensor","40","2020-12-04 15:54:18"
"7095","humidity2","Humidity Sensor","62","2020-12-04 15:54:19"
"7096","temp1","Temperature Sensor","39","2020-12-04 15:54:19"
"7097","temp2","Temperature Sensor","20","2020-12-04 15:54:19"
"7098","humidity1","Humidity Sensor","18","2020-12-04 15:54:19"
"7099","humidity2","Humidity Sensor","47","2020-12-04 15:54:20"
"7100","temp1","Temperature Sensor","33","2020-12-04 15:54:20"
"7101","temp2","Temperature Sensor","29","2020-12-04 15:54:20"
"7102","humidity1","Humidity Sensor","9","2020-12-04 15:54:20"
"7103","ldr","Light Intensity Sensor","33","2020-12-04 15:54:21"
"7104","humidity2","Humidity Sensor","97","2020-12-04 15:54:21"
"7105","temp1","Temperature Sensor","36","2020-12-04 15:54:21"
"7106","temp2","Temperature Sensor","27","2020-12-04 15:54:22"
"7107","humidity1","Humidity Sensor","12","2020-12-04 15:54:22"
"7108","humidity2","Humidity Sensor","97","2020-12-04 15:54:22"
"7109","pump","Pump Actuator","0","2020-12-04 15:54:22"
"7110","heater","Heater Actuator","1","2020-12-04 15:54:22"
"7111","temp1","Temperature Sensor","33","2020-12-04 15:54:22"
"7112","temp2","Temperature Sensor","23","2020-12-04 15:54:23"
"7113","humidity1","Humidity Sensor","6","2020-12-04 15:54:23"
"7114","humidity2","Humidity Sensor","99","2020-12-04 15:54:23"
"7115","ldr","Light Intensity Sensor","787","2020-12-04 15:54:24"
"7116","temp1","Temperature Sensor","36","2020-12-04 15:54:24"
"7117","temp2","Temperature Sensor","30","2020-12-04 15:54:24"
"7118","humidity1","Humidity Sensor","56","2020-12-04 15:54:24"
"7119","humidity2","Humidity Sensor","44","2020-12-04 15:54:24"
"7120","temp1","Temperature Sensor","33","2020-12-04 15:54:25"
"7121","temp2","Temperature Sensor","30","2020-12-04 15:54:25"
"7122","humidity1","Humidity Sensor","53","2020-12-04 15:54:25"
"7123","humidity2","Humidity Sensor","82","2020-12-04 15:54:25"
"7124","temp1","Temperature Sensor","37","2020-12-04 15:54:26"
"7125","temp2","Temperature Sensor","22","2020-12-04 15:54:26"
"7126","humidity1","Humidity Sensor","38","2020-12-04 15:54:26"
"7127","humidity2","Humidity Sensor","66","2020-12-04 15:54:26"
"7128","ldr","Light Intensity Sensor","736","2020-12-04 15:54:27"
"7129","temp2","Temperature Sensor","30","2020-12-04 15:54:27"
"7130","temp1","Temperature Sensor","33","2020-12-04 15:54:27"
"7131","humidity1","Humidity Sensor","7","2020-12-04 15:54:27"
"7132","humidity2","Humidity Sensor","69","2020-12-04 15:54:27"
"7133","heater","Heater Actuator","0","2020-12-04 15:54:27"
"7134","pump","Pump Actuator","1","2020-12-04 15:54:27"
"7135","temp2","Temperature Sensor","26","2020-12-04 15:54:28"
"7136","temp1","Temperature Sensor","39","2020-12-04 15:54:28"
"7137","humidity1","Humidity Sensor","9","2020-12-04 15:54:28"
"7138","humidity2","Humidity Sensor","87","2020-12-04 15:54:28"
"7139","temp2","Temperature Sensor","25","2020-12-04 15:54:29"
"7140","temp1","Temperature Sensor","33","2020-12-04 15:54:29"
"7141","humidity1","Humidity Sensor","9","2020-12-04 15:54:29"
"7142","humidity2","Humidity Sensor","41","2020-12-04 15:54:29"
"7143","ldr","Light Intensity Sensor","14","2020-12-04 15:54:30"
"7144","temp1","Temperature Sensor","38","2020-12-04 15:54:30"
"7145","temp2","Temperature Sensor","27","2020-12-04 15:54:30"
"7146","humidity1","Humidity Sensor","59","2020-12-04 15:54:30"
"7147","humidity2","Humidity Sensor","98","2020-12-04 15:54:30"
"7148","temp1","Temperature Sensor","32","2020-12-04 15:54:31"
"7149","temp2","Temperature Sensor","23","2020-12-04 15:54:31"
"7150","humidity1","Humidity Sensor","54","2020-12-04 15:54:31"
"7151","humidity2","Humidity Sensor","68","2020-12-04 15:54:31"
"7152","temp1","Temperature Sensor","36","2020-12-04 15:54:32"
"7153","temp2","Temperature Sensor","29","2020-12-04 15:54:32"
"7154","humidity1","Humidity Sensor","44","2020-12-04 15:54:32"
"7155","humidity2","Humidity Sensor","52","2020-12-04 15:54:32"
"7156","heater","Heater Actuator","1","2020-12-04 15:54:32"
"7157","pump","Pump Actuator","1","2020-12-04 15:54:33"
"7158","ldr","Light Intensity Sensor","952","2020-12-04 15:54:33"
"7159","temp1","Temperature Sensor","31","2020-12-04 15:54:33"
"7160","temp2","Temperature Sensor","20","2020-12-04 15:54:33"
"7161","humidity1","Humidity Sensor","8","2020-12-04 15:54:33"
"7162","humidity2","Humidity Sensor","97","2020-12-04 15:54:33"
"7163","temp2","Temperature Sensor","22","2020-12-04 15:54:34"
"7164","temp1","Temperature Sensor","37","2020-12-04 15:54:34"
"7165","humidity1","Humidity Sensor","18","2020-12-04 15:54:34"
"7166","humidity2","Humidity Sensor","44","2020-12-04 15:54:34"
"7167","temp2","Temperature Sensor","23","2020-12-04 15:54:35"
"7168","humidity1","Humidity Sensor","29","2020-12-04 15:54:35"
"7169","temp1","Temperature Sensor","37","2020-12-04 15:54:35"
"7170","humidity2","Humidity Sensor","64","2020-12-04 15:54:35"
"7171","ldr","Light Intensity Sensor","890","2020-12-04 15:54:36"
"7172","temp2","Temperature Sensor","26","2020-12-04 15:54:36"
"7173","humidity1","Humidity Sensor","55","2020-12-04 15:54:36"
"7174","temp1","Temperature Sensor","37","2020-12-04 15:54:36"
"7175","humidity2","Humidity Sensor","75","2020-12-04 15:54:36"
"7176","temp2","Temperature Sensor","25","2020-12-04 15:54:37"
"7177","humidity1","Humidity Sensor","46","2020-12-04 15:54:37"
"7178","temp1","Temperature Sensor","36","2020-12-04 15:54:37"
"7179","humidity2","Humidity Sensor","83","2020-12-04 15:54:37"
"7180","heater","Heater Actuator","0","2020-12-04 15:54:37"
"7181","pump","Pump Actuator","0","2020-12-04 15:54:38"
"7182","temp2","Temperature Sensor","28","2020-12-04 15:54:38"
"7183","humidity1","Humidity Sensor","17","2020-12-04 15:54:38"
"7184","temp1","Temperature Sensor","40","2020-12-04 15:54:38"
"7185","humidity2","Humidity Sensor","57","2020-12-04 15:54:38"
"7186","ldr","Light Intensity Sensor","667","2020-12-04 15:54:39"
"7187","temp2","Temperature Sensor","21","2020-12-04 15:54:39"
"7188","temp1","Temperature Sensor","38","2020-12-04 15:54:39"
"7189","humidity1","Humidity Sensor","60","2020-12-04 15:54:39"
"7190","humidity2","Humidity Sensor","82","2020-12-04 15:54:39"
"7191","temp2","Temperature Sensor","22","2020-12-04 15:54:40"
"7192","humidity1","Humidity Sensor","60","2020-12-04 15:54:40"
"7193","temp1","Temperature Sensor","34","2020-12-04 15:54:40"
"7194","humidity2","Humidity Sensor","51","2020-12-04 15:54:41"
"7195","temp2","Temperature Sensor","23","2020-12-04 15:54:41"
"7196","humidity1","Humidity Sensor","52","2020-12-04 15:54:41"
"7197","temp1","Temperature Sensor","40","2020-12-04 15:54:41"
"7198","humidity2","Humidity Sensor","51","2020-12-04 15:54:42"
"7199","ldr","Light Intensity Sensor","696","2020-12-04 15:54:42"
"7200","temp2","Temperature Sensor","21","2020-12-04 15:54:42"
"7201","humidity1","Humidity Sensor","52","2020-12-04 15:54:42"
"7202","temp1","Temperature Sensor","31","2020-12-04 15:54:42"
"7203","heater","Heater Actuator","1","2020-12-04 15:54:43"
"7204","pump","Pump Actuator","1","2020-12-04 15:54:43"
"7205","humidity2","Humidity Sensor","46","2020-12-04 15:54:43"
"7206","temp2","Temperature Sensor","25","2020-12-04 15:54:43"
"7207","humidity1","Humidity Sensor","7","2020-12-04 15:54:43"
"7208","temp1","Temperature Sensor","31","2020-12-04 15:54:43"
"7209","humidity2","Humidity Sensor","73","2020-12-04 15:54:44"
"7210","temp2","Temperature Sensor","20","2020-12-04 15:54:44"
"7211","humidity1","Humidity Sensor","10","2020-12-04 15:54:44"
"7212","temp1","Temperature Sensor","36","2020-12-04 15:54:44"
"7213","humidity2","Humidity Sensor","96","2020-12-04 15:54:45"
"7214","ldr","Light Intensity Sensor","958","2020-12-04 15:54:45"
"7215","temp2","Temperature Sensor","24","2020-12-04 15:54:45"
"7216","humidity1","Humidity Sensor","46","2020-12-04 15:54:45"
"7217","temp1","Temperature Sensor","31","2020-12-04 15:54:45"
"7218","humidity2","Humidity Sensor","83","2020-12-04 15:54:46"
"7219","temp2","Temperature Sensor","27","2020-12-04 15:54:46"
"7220","humidity1","Humidity Sensor","7","2020-12-04 15:54:46"
"7221","temp1","Temperature Sensor","40","2020-12-04 15:54:46"
"7222","humidity2","Humidity Sensor","82","2020-12-04 15:54:47"
"7223","temp2","Temperature Sensor","22","2020-12-04 15:54:47"
"7224","temp1","Temperature Sensor","30","2020-12-04 15:54:47"
"7225","humidity1","Humidity Sensor","44","2020-12-04 15:54:47"
"7226","heater","Heater Actuator","0","2020-12-04 15:54:48"
"7227","pump","Pump Actuator","0","2020-12-04 15:54:48"
"7228","humidity2","Humidity Sensor","56","2020-12-04 15:54:48"
"7229","ldr","Light Intensity Sensor","159","2020-12-04 15:54:48"
"7230","temp2","Temperature Sensor","29","2020-12-04 15:54:48"
"7231","temp1","Temperature Sensor","30","2020-12-04 15:54:48"
"7232","humidity1","Humidity Sensor","27","2020-12-04 15:54:48"
"7233","humidity2","Humidity Sensor","66","2020-12-04 15:54:49"
"7234","temp2","Temperature Sensor","25","2020-12-04 15:54:49"
"7235","humidity1","Humidity Sensor","51","2020-12-04 15:54:49"
"7236","temp1","Temperature Sensor","37","2020-12-04 15:54:49"
"7237","humidity2","Humidity Sensor","97","2020-12-04 15:54:50"
"7238","temp2","Temperature Sensor","25","2020-12-04 15:54:50"
"7239","humidity1","Humidity Sensor","40","2020-12-04 15:54:50"
"7240","temp1","Temperature Sensor","40","2020-12-04 15:54:50"
"7241","ldr","Light Intensity Sensor","701","2020-12-04 15:54:51"
"7242","humidity2","Humidity Sensor","49","2020-12-04 15:54:51"
"7243","temp2","Temperature Sensor","20","2020-12-04 15:54:51"
"7244","temp1","Temperature Sensor","33","2020-12-04 15:54:51"
"7245","humidity1","Humidity Sensor","33","2020-12-04 15:54:51"
"7246","humidity2","Humidity Sensor","45","2020-12-04 15:54:52"
"7247","temp2","Temperature Sensor","21","2020-12-04 15:54:52"
"7248","humidity1","Humidity Sensor","12","2020-12-04 15:54:52"
"7249","temp1","Temperature Sensor","32","2020-12-04 15:54:52"
"7250","heater","Heater Actuator","0","2020-12-04 15:54:53"
"7251","pump","Pump Actuator","0","2020-12-04 15:54:53"
"7252","humidity2","Humidity Sensor","89","2020-12-04 15:54:53"
"7253","temp2","Temperature Sensor","21","2020-12-04 15:54:53"
"7254","humidity1","Humidity Sensor","13","2020-12-04 15:54:53"
"7255","temp1","Temperature Sensor","40","2020-12-04 15:54:53"
"7256","ldr","Light Intensity Sensor","802","2020-12-04 15:54:54"
"7257","humidity2","Humidity Sensor","67","2020-12-04 15:54:54"
"7258","humidity1","Humidity Sensor","45","2020-12-04 15:54:54"
"7259","temp2","Temperature Sensor","25","2020-12-04 15:54:54"
"7260","temp1","Temperature Sensor","38","2020-12-04 15:54:54"
"7261","humidity2","Humidity Sensor","70","2020-12-04 15:54:55"
"7262","temp2","Temperature Sensor","28","2020-12-04 15:54:55"
"7263","humidity1","Humidity Sensor","50","2020-12-04 15:54:55"
"7264","temp1","Temperature Sensor","36","2020-12-04 15:54:55"
"7265","humidity2","Humidity Sensor","98","2020-12-04 15:54:56"
"7266","temp2","Temperature Sensor","20","2020-12-04 15:54:56"
"7267","humidity1","Humidity Sensor","27","2020-12-04 15:54:56"
"7268","temp1","Temperature Sensor","30","2020-12-04 15:54:56"
"7269","ldr","Light Intensity Sensor","399","2020-12-04 15:54:57"
"7270","humidity2","Humidity Sensor","94","2020-12-04 15:54:57"
"7271","humidity1","Humidity Sensor","15","2020-12-04 15:54:57"
"7272","temp2","Temperature Sensor","26","2020-12-04 15:54:57"
"7273","temp1","Temperature Sensor","36","2020-12-04 15:54:57"
"7274","pump","Pump Actuator","1","2020-12-04 15:54:58"
"7275","heater","Heater Actuator","0","2020-12-04 15:54:58"
"7276","humidity2","Humidity Sensor","91","2020-12-04 15:54:58"
"7277","temp2","Temperature Sensor","25","2020-12-04 15:54:58"
"7278","humidity1","Humidity Sensor","5","2020-12-04 15:54:58"
"7279","temp1","Temperature Sensor","34","2020-12-04 15:54:58"
"7280","humidity2","Humidity Sensor","98","2020-12-04 15:54:59"
"7281","temp2","Temperature Sensor","27","2020-12-04 15:54:59"
"7282","humidity1","Humidity Sensor","45","2020-12-04 15:54:59"
"7283","temp1","Temperature Sensor","30","2020-12-04 15:55:00"
"7284","ldr","Light Intensity Sensor","49","2020-12-04 15:55:00"
"7285","humidity2","Humidity Sensor","84","2020-12-04 15:55:00"
"7286","humidity1","Humidity Sensor","59","2020-12-04 15:55:00"
"7287","temp2","Temperature Sensor","24","2020-12-04 15:55:00"
"7288","temp1","Temperature Sensor","30","2020-12-04 15:55:01"
"7289","humidity2","Humidity Sensor","94","2020-12-04 15:55:01"
"7290","humidity1","Humidity Sensor","39","2020-12-04 15:55:01"
"7291","temp2","Temperature Sensor","20","2020-12-04 15:55:01"
"7292","temp1","Temperature Sensor","30","2020-12-04 15:55:02"
"7293","humidity2","Humidity Sensor","84","2020-12-04 15:55:02"
"7294","humidity1","Humidity Sensor","45","2020-12-04 15:55:03"
"7295","temp2","Temperature Sensor","25","2020-12-04 15:55:03"
"7296","temp1","Temperature Sensor","36","2020-12-04 15:55:03"
"7297","pump","Pump Actuator","1","2020-12-04 15:55:03"
"7298","heater","Heater Actuator","0","2020-12-04 15:55:03"
"7299","ldr","Light Intensity Sensor","634","2020-12-04 15:55:03"
"7300","humidity2","Humidity Sensor","50","2020-12-04 15:55:03"
"7301","humidity1","Humidity Sensor","26","2020-12-04 15:55:04"
"7302","temp2","Temperature Sensor","30","2020-12-04 15:55:04"
"7303","temp1","Temperature Sensor","36","2020-12-04 15:55:04"
"7304","humidity2","Humidity Sensor","53","2020-12-04 15:55:04"
"7305","temp2","Temperature Sensor","24","2020-12-04 15:55:05"
"7306","humidity1","Humidity Sensor","41","2020-12-04 15:55:05"
"7307","temp1","Temperature Sensor","38","2020-12-04 15:55:05"
"7308","humidity2","Humidity Sensor","84","2020-12-04 15:55:05"
"7309","temp2","Temperature Sensor","22","2020-12-04 15:55:06"
"7310","humidity1","Humidity Sensor","38","2020-12-04 15:55:06"
"7311","temp1","Temperature Sensor","33","2020-12-04 15:55:06"
"7312","ldr","Light Intensity Sensor","343","2020-12-04 15:55:06"
"7313","humidity2","Humidity Sensor","58","2020-12-04 15:55:06"
"7314","temp2","Temperature Sensor","21","2020-12-04 15:55:07"
"7315","humidity1","Humidity Sensor","28","2020-12-04 15:55:07"
"7316","temp1","Temperature Sensor","32","2020-12-04 15:55:07"
"7317","humidity2","Humidity Sensor","40","2020-12-04 15:55:07"
"7318","temp2","Temperature Sensor","22","2020-12-04 15:55:08"
"7319","humidity1","Humidity Sensor","14","2020-12-04 15:55:08"
"7320","pump","Pump Actuator","1","2020-12-04 15:55:08"
"7321","heater","Heater Actuator","1","2020-12-04 15:55:08"
"7322","temp1","Temperature Sensor","35","2020-12-04 15:55:08"
"7323","humidity2","Humidity Sensor","65","2020-12-04 15:55:08"
"7324","temp2","Temperature Sensor","25","2020-12-04 15:55:09"
"7325","humidity1","Humidity Sensor","27","2020-12-04 15:55:09"
"7326","temp1","Temperature Sensor","36","2020-12-04 15:55:09"
"7327","ldr","Light Intensity Sensor","611","2020-12-04 15:55:09"
"7328","humidity2","Humidity Sensor","67","2020-12-04 15:55:09"
"7329","temp2","Temperature Sensor","26","2020-12-04 15:55:10"
"7330","humidity1","Humidity Sensor","59","2020-12-04 15:55:10"
"7331","temp1","Temperature Sensor","35","2020-12-04 15:55:10"
"7332","humidity2","Humidity Sensor","63","2020-12-04 15:55:10"
"7333","temp2","Temperature Sensor","23","2020-12-04 15:55:11"
"7334","humidity1","Humidity Sensor","43","2020-12-04 15:55:11"
"7335","temp1","Temperature Sensor","33","2020-12-04 15:55:11"
"7336","humidity2","Humidity Sensor","89","2020-12-04 15:55:11"
"7337","temp2","Temperature Sensor","26","2020-12-04 15:55:12"
"7338","humidity1","Humidity Sensor","25","2020-12-04 15:55:12"
"7339","temp1","Temperature Sensor","38","2020-12-04 15:55:12"
"7340","ldr","Light Intensity Sensor","694","2020-12-04 15:55:12"
"7341","humidity2","Humidity Sensor","62","2020-12-04 15:55:12"
"7342","pump","Pump Actuator","0","2020-12-04 15:55:13"
"7343","heater","Heater Actuator","0","2020-12-04 15:55:13"
"7344","temp2","Temperature Sensor","28","2020-12-04 15:55:13"
"7345","humidity1","Humidity Sensor","51","2020-12-04 15:55:13"
"7346","temp1","Temperature Sensor","39","2020-12-04 15:55:13"
"7347","humidity2","Humidity Sensor","78","2020-12-04 15:55:13"
"7348","temp2","Temperature Sensor","22","2020-12-04 15:55:14"
"7349","humidity1","Humidity Sensor","36","2020-12-04 15:55:14"
"7350","temp1","Temperature Sensor","37","2020-12-04 15:55:14"
"7351","humidity2","Humidity Sensor","66","2020-12-04 15:55:14"
"7352","temp2","Temperature Sensor","24","2020-12-04 15:55:15"
"7353","humidity1","Humidity Sensor","52","2020-12-04 15:55:15"
"7354","temp1","Temperature Sensor","38","2020-12-04 15:55:15"
"7355","ldr","Light Intensity Sensor","764","2020-12-04 15:55:15"
"7356","humidity2","Humidity Sensor","85","2020-12-04 15:55:15"
"7357","temp2","Temperature Sensor","27","2020-12-04 15:55:16"
"7358","humidity1","Humidity Sensor","20","2020-12-04 15:55:16"
"7359","temp1","Temperature Sensor","31","2020-12-04 15:55:16"
"7360","humidity2","Humidity Sensor","74","2020-12-04 15:55:16"
"7361","temp2","Temperature Sensor","28","2020-12-04 15:55:17"
"7362","humidity1","Humidity Sensor","8","2020-12-04 15:55:17"
"7363","temp1","Temperature Sensor","34","2020-12-04 15:55:17"
"7364","humidity2","Humidity Sensor","45","2020-12-04 15:55:17"
"7365","pump","Pump Actuator","1","2020-12-04 15:55:18"
"7366","heater","Heater Actuator","0","2020-12-04 15:55:18"
"7367","temp2","Temperature Sensor","25","2020-12-04 15:55:18"
"7368","humidity1","Humidity Sensor","25","2020-12-04 15:55:18"
"7369","temp1","Temperature Sensor","34","2020-12-04 15:55:18"
"7370","ldr","Light Intensity Sensor","298","2020-12-04 15:55:18"
"7371","humidity2","Humidity Sensor","74","2020-12-04 15:55:18"
"7372","temp2","Temperature Sensor","27","2020-12-04 15:55:19"
"7373","humidity1","Humidity Sensor","56","2020-12-04 15:55:19"
"7374","temp1","Temperature Sensor","33","2020-12-04 15:55:19"
"7375","humidity2","Humidity Sensor","80","2020-12-04 15:55:19"
"7376","temp2","Temperature Sensor","20","2020-12-04 15:55:20"
"7377","humidity1","Humidity Sensor","42","2020-12-04 15:55:20"
"7378","temp1","Temperature Sensor","38","2020-12-04 15:55:20"
"7379","humidity2","Humidity Sensor","81","2020-12-04 15:55:21"
"7380","temp2","Temperature Sensor","27","2020-12-04 15:55:21"
"7381","humidity1","Humidity Sensor","36","2020-12-04 15:55:21"
"7382","ldr","Light Intensity Sensor","704","2020-12-04 15:55:21"
"7383","temp1","Temperature Sensor","38","2020-12-04 15:55:21"
"7384","humidity2","Humidity Sensor","61","2020-12-04 15:55:22"
"7385","temp2","Temperature Sensor","26","2020-12-04 15:55:22"
"7386","humidity1","Humidity Sensor","24","2020-12-04 15:55:22"
"7387","temp1","Temperature Sensor","37","2020-12-04 15:55:22"
"7388","humidity2","Humidity Sensor","93","2020-12-04 15:55:23"
"7389","pump","Pump Actuator","0","2020-12-04 15:55:23"
"7390","heater","Heater Actuator","0","2020-12-04 15:55:23"
"7391","temp2","Temperature Sensor","24","2020-12-04 15:55:23"
"7392","humidity1","Humidity Sensor","22","2020-12-04 15:55:23"
"7393","temp1","Temperature Sensor","33","2020-12-04 15:55:23"
"7394","humidity2","Humidity Sensor","73","2020-12-04 15:55:24"
"7395","temp2","Temperature Sensor","20","2020-12-04 15:55:24"
"7396","ldr","Light Intensity Sensor","129","2020-12-04 15:55:24"
"7397","humidity1","Humidity Sensor","40","2020-12-04 15:55:24"
"7398","temp1","Temperature Sensor","40","2020-12-04 15:55:24"
"7399","humidity2","Humidity Sensor","51","2020-12-04 15:55:25"
"7400","temp2","Temperature Sensor","20","2020-12-04 15:55:25"
"7401","humidity1","Humidity Sensor","17","2020-12-04 15:55:25"
"7402","temp1","Temperature Sensor","37","2020-12-04 15:55:25"
"7403","humidity2","Humidity Sensor","53","2020-12-04 15:55:26"
"7404","temp2","Temperature Sensor","26","2020-12-04 15:55:26"
"7405","humidity1","Humidity Sensor","59","2020-12-04 15:55:26"
"7406","temp1","Temperature Sensor","33","2020-12-04 15:55:26"
"7407","humidity2","Humidity Sensor","51","2020-12-04 15:55:27"
"7408","temp2","Temperature Sensor","24","2020-12-04 15:55:27"
"7409","ldr","Light Intensity Sensor","25","2020-12-04 15:55:27"
"7410","humidity1","Humidity Sensor","10","2020-12-04 15:55:27"
"7411","temp1","Temperature Sensor","32","2020-12-04 15:55:27"
"7412","pump","Pump Actuator","0","2020-12-04 15:55:28"
"7413","heater","Heater Actuator","1","2020-12-04 15:55:28"
"7414","humidity2","Humidity Sensor","77","2020-12-04 15:55:28"
"7415","temp2","Temperature Sensor","20","2020-12-04 15:55:28"
"7416","humidity1","Humidity Sensor","41","2020-12-04 15:55:28"
"7417","temp1","Temperature Sensor","31","2020-12-04 15:55:28"
"7418","humidity2","Humidity Sensor","74","2020-12-04 15:55:29"
"7419","temp2","Temperature Sensor","21","2020-12-04 15:55:29"
"7420","humidity1","Humidity Sensor","43","2020-12-04 15:55:29"
"7421","temp1","Temperature Sensor","32","2020-12-04 15:55:29"
"7422","humidity2","Humidity Sensor","89","2020-12-04 15:55:30"
"7423","ldr","Light Intensity Sensor","151","2020-12-04 15:55:30"
"7424","temp2","Temperature Sensor","26","2020-12-04 15:55:30"
"7425","temp1","Temperature Sensor","31","2020-12-04 15:55:30"
"7426","humidity1","Humidity Sensor","18","2020-12-04 15:55:30"
"7427","humidity2","Humidity Sensor","54","2020-12-04 15:55:31"
"7428","temp2","Temperature Sensor","21","2020-12-04 15:55:31"
"7429","temp1","Temperature Sensor","31","2020-12-04 15:55:31"
"7430","humidity1","Humidity Sensor","29","2020-12-04 15:55:31"
"7431","humidity2","Humidity Sensor","52","2020-12-04 15:55:32"
"7432","temp2","Temperature Sensor","21","2020-12-04 15:55:32"
"7433","temp1","Temperature Sensor","35","2020-12-04 15:55:32"
"7434","humidity1","Humidity Sensor","25","2020-12-04 15:55:32"
"7435","pump","Pump Actuator","0","2020-12-04 15:55:33"
"7436","heater","Heater Actuator","1","2020-12-04 15:55:33"
"7437","humidity2","Humidity Sensor","44","2020-12-04 15:55:33"
"7438","ldr","Light Intensity Sensor","823","2020-12-04 15:55:33"
"7439","temp2","Temperature Sensor","30","2020-12-04 15:55:33"
"7440","temp1","Temperature Sensor","31","2020-12-04 15:55:33"
"7441","humidity1","Humidity Sensor","60","2020-12-04 15:55:33"
"7442","humidity2","Humidity Sensor","48","2020-12-04 15:55:34"
"7443","temp2","Temperature Sensor","20","2020-12-04 15:55:34"
"7444","temp1","Temperature Sensor","36","2020-12-04 15:55:34"
"7445","humidity1","Humidity Sensor","42","2020-12-04 15:55:34"
"7446","humidity2","Humidity Sensor","56","2020-12-04 15:55:35"
"7447","temp2","Temperature Sensor","24","2020-12-04 15:55:35"
"7448","temp1","Temperature Sensor","30","2020-12-04 15:55:35"
"7449","humidity1","Humidity Sensor","42","2020-12-04 15:55:35"
"7450","humidity2","Humidity Sensor","67","2020-12-04 15:55:36"
"7451","ldr","Light Intensity Sensor","147","2020-12-04 15:55:36"
"7452","temp2","Temperature Sensor","27","2020-12-04 15:55:36"
"7453","temp1","Temperature Sensor","34","2020-12-04 15:55:36"
"7454","humidity1","Humidity Sensor","27","2020-12-04 15:55:36"
"7455","humidity2","Humidity Sensor","97","2020-12-04 15:55:37"
"7456","temp2","Temperature Sensor","23","2020-12-04 15:55:37"
"7457","temp1","Temperature Sensor","36","2020-12-04 15:55:37"
"7458","humidity1","Humidity Sensor","27","2020-12-04 15:55:37"
"7459","pump","Pump Actuator","1","2020-12-04 15:55:38"
"7460","heater","Heater Actuator","1","2020-12-04 15:55:38"
"7461","humidity2","Humidity Sensor","74","2020-12-04 15:55:38"
"7462","temp2","Temperature Sensor","28","2020-12-04 15:55:38"
"7463","humidity1","Humidity Sensor","14","2020-12-04 15:55:38"
"7464","temp1","Temperature Sensor","31","2020-12-04 15:55:38"
"7465","humidity2","Humidity Sensor","54","2020-12-04 15:55:39"
"7466","ldr","Light Intensity Sensor","292","2020-12-04 15:55:39"
